file,type,length,modification,result
001277,Plunderphonic,10,flanger,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":2.4800000190735,""metadata"":{""custom_files"":[{""Comment"":"""",""Track Number"":"""",""Genre"":""Plunderphonic"",""acrid"":""8615045f08fb69eb5517aafab271a269"",""bucket_id"":""22150"",""duration_ms"":29580,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9400,""play_offset_ms"":9500,""Album"":""No Business"",""Title"":""No Business"",""title"":""001277.mp3.db"",""Artist"":""Negativland""}],""timestamp_utc"":""2024-06-11 22:30:23""}}
"
001277,Plunderphonic,10,echo,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.3699998855591,""metadata"":{""custom_files"":[{""acrid"":""8615045f08fb69eb5517aafab271a269"",""bucket_id"":""22150"",""duration_ms"":29580,""score"":100,""db_begin_time_offset_ms"":0,""Title"":""No Business"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9500,""play_offset_ms"":10020,""Album"":""No Business"",""Track Number"":"""",""Genre"":""Plunderphonic"",""db_end_time_offset_ms"":9500,""title"":""001277.mp3.db"",""Artist"":""Negativland"",""Comment"":""""}],""timestamp_utc"":""2024-06-11 22:30:25""}}
"
001277,Plunderphonic,10,band,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":1.2150001525879,""metadata"":{""timestamp_utc"":""2024-06-11 22:30:26"",""custom_files"":[{""Artist"":""Negativland"",""Comment"":"""",""Track Number"":"""",""Genre"":""Plunderphonic"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9500,""play_offset_ms"":9460,""Album"":""No Business"",""bucket_id"":""22150"",""duration_ms"":29580,""acrid"":""8615045f08fb69eb5517aafab271a269"",""title"":""001277.mp3.db"",""Title"":""No Business""}]},""result_type"":0}
"
001277,Plunderphonic,10,chorus,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":2.436999797821,""metadata"":{""custom_files"":[{""Title"":""No Business"",""Artist"":""Negativland"",""acrid"":""8615045f08fb69eb5517aafab271a269"",""Track Number"":"""",""Genre"":""Plunderphonic"",""bucket_id"":""22150"",""duration_ms"":29580,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9080,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9080,""play_offset_ms"":9560,""Album"":""No Business"",""title"":""001277.mp3.db"",""Comment"":""""}],""timestamp_utc"":""2024-06-11 22:30:29""}}
"
001278,Audio Collage,10,flanger,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":2.779000043869,""metadata"":{""timestamp_utc"":""2024-06-11 22:30:34"",""custom_files"":[{""Artist"":""Negativland"",""Comment"":"""",""Track Number"":"""",""Genre"":""Audio Collage"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9300,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9300,""play_offset_ms"":9660,""Album"":""No Business"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""ca05d084c68c226b0ef0272fe27838ee"",""title"":""001278.mp3.db"",""Title"":""Downloading""}]},""result_type"":0}
"
001278,Audio Collage,10,echo,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:30:36"",""custom_files"":[{""Track Number"":"""",""Genre"":""Audio Collage"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9640,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9640,""Album"":""No Business"",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Downloading"",""acrid"":""ca05d084c68c226b0ef0272fe27838ee"",""Artist"":""Negativland"",""play_offset_ms"":10100,""title"":""001278.mp3.db"",""Comment"":""""}]},""result_type"":0,""cost_time"":2.1059999465942}
"
001278,Audio Collage,10,band,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:30:38"",""custom_files"":[{""Title"":""Downloading"",""db_begin_time_offset_ms"":0,""Artist"":""Negativland"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9300,""Comment"":"""",""Track Number"":"""",""Genre"":""Audio Collage"",""bucket_id"":""22150"",""duration_ms"":29700,""play_offset_ms"":9560,""acrid"":""ca05d084c68c226b0ef0272fe27838ee"",""title"":""001278.mp3.db"",""db_end_time_offset_ms"":9300,""score"":100,""Album"":""No Business""}]},""result_type"":0,""cost_time"":1.5610001087189}
"
001278,Audio Collage,10,chorus,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":0.80599999427795,""metadata"":{""custom_files"":[{""acrid"":""ca05d084c68c226b0ef0272fe27838ee"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9200,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9200,""play_offset_ms"":9620,""Artist"":""Negativland"",""Comment"":"""",""Track Number"":"""",""Genre"":""Audio Collage"",""Album"":""No Business"",""title"":""001278.mp3.db"",""Title"":""Downloading""}],""timestamp_utc"":""2024-06-11 22:30:40""}}
"
001417,Rock,10,flanger,"{""cost_time"":1.5050001144409,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":9140,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9140,""play_offset_ms"":9620,""Track Number"":"""",""Genre"":""Rock"",""acrid"":""3924cf556db5e6357b1611073c4d6048"",""Album"":""Pierced Arrows"",""score"":100,""Comment"":"""",""title"":""001417.mp3.db"",""db_begin_time_offset_ms"":0,""Artist"":""Pierced Arrows"",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Guns of Thunder""}],""timestamp_utc"":""2024-06-11 22:30:43""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001417,Rock,10,echo,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:30:45"",""custom_files"":[{""Title"":""Guns of Thunder"",""Artist"":""Pierced Arrows"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""db_end_time_offset_ms"":9520,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9520,""play_offset_ms"":10180,""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""3924cf556db5e6357b1611073c4d6048"",""Album"":""Pierced Arrows"",""title"":""001417.mp3.db"",""db_begin_time_offset_ms"":0,""score"":100}]},""cost_time"":1.6770000457764,""result_type"":0}
"
001417,Rock,10,band,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:30:46"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9220,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9220,""play_offset_ms"":9640,""Title"":""Guns of Thunder"",""Artist"":""Pierced Arrows"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""3924cf556db5e6357b1611073c4d6048"",""Album"":""Pierced Arrows"",""title"":""001417.mp3.db""}]},""cost_time"":1.0369999408722,""result_type"":0}
"
001417,Rock,10,chorus,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.9920001029968,""metadata"":{""custom_files"":[{""acrid"":""3924cf556db5e6357b1611073c4d6048"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":8920,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":8920,""play_offset_ms"":9660,""Album"":""Pierced Arrows"",""Title"":""Guns of Thunder"",""Artist"":""Pierced Arrows"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""title"":""001417.mp3.db""}],""timestamp_utc"":""2024-06-11 22:30:49""}}
"
001427,Rock,10,flanger,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:30:51"",""custom_files"":[{""acrid"":""df53dd85822b1730aa1a7314ba9b8e47"",""db_end_time_offset_ms"":9400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9400,""play_offset_ms"":9640,""score"":100,""Title"":""I Feel Evils"",""Album"":""Painted Shadows"",""Artist"":""Plastic Crimewave Sound"",""title"":""001427.mp3.db"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""db_begin_time_offset_ms"":0,""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.79200005531311,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001427,Rock,10,echo,"{""cost_time"":1.6730000972748,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":9680,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9680,""play_offset_ms"":10180,""acrid"":""df53dd85822b1730aa1a7314ba9b8e47"",""Album"":""Painted Shadows"",""db_begin_time_offset_ms"":0,""score"":100,""Title"":""I Feel Evils"",""title"":""001427.mp3.db"",""Artist"":""Plastic Crimewave Sound"",""Comment"":"""",""bucket_id"":""22150"",""duration_ms"":29740,""Track Number"":"""",""Genre"":""Rock""}],""timestamp_utc"":""2024-06-11 22:30:53""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001427,Rock,10,band,"{""cost_time"":0.83299994468689,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:30:55"",""custom_files"":[{""db_end_time_offset_ms"":9540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9540,""play_offset_ms"":9660,""title"":""001427.mp3.db"",""Album"":""Painted Shadows"",""acrid"":""df53dd85822b1730aa1a7314ba9b8e47"",""Title"":""I Feel Evils"",""Artist"":""Plastic Crimewave Sound"",""Comment"":"""",""Track Number"":"""",""Genre"":""Rock"",""duration_ms"":29740,""bucket_id"":""22150"",""score"":100,""db_begin_time_offset_ms"":0}]}}
"
001427,Rock,10,chorus,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":3.0260000228882,""metadata"":{""timestamp_utc"":""2024-06-11 22:30:58"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9140,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9140,""play_offset_ms"":9700,""Album"":""Painted Shadows"",""bucket_id"":""22150"",""duration_ms"":29740,""Artist"":""Plastic Crimewave Sound"",""Comment"":"""",""acrid"":""df53dd85822b1730aa1a7314ba9b8e47"",""title"":""001427.mp3.db"",""Track Number"":"""",""Genre"":""Rock"",""Title"":""I Feel Evils""}]},""result_type"":0}
"
001443,Drone,10,flanger,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:31:00"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":8840,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":8840,""play_offset_ms"":9640,""score"":100,""Artist"":""Pocahaunted"",""Genre"":""Drone"",""title"":""001443.mp3.db"",""Track Number"":"""",""acrid"":""6a761273d473263ccf24e845f45e4b9c"",""Album"":""Bored Fortress Single Series Split w. Charalambides"",""Comment"":"""",""Title"":""Time Fist"",""bucket_id"":""22150"",""duration_ms"":29700}]},""cost_time"":0.59400010108948,""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001443,Drone,10,echo,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:31:01"",""custom_files"":[{""acrid"":""6a761273d473263ccf24e845f45e4b9c"",""db_end_time_offset_ms"":9340,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9340,""play_offset_ms"":10180,""Title"":""Time Fist"",""score"":100,""Comment"":"""",""Track Number"":"""",""Genre"":""Drone"",""Album"":""Bored Fortress Single Series Split w. Charalambides"",""title"":""001443.mp3.db"",""db_begin_time_offset_ms"":0,""Artist"":""Pocahaunted"",""bucket_id"":""22150"",""duration_ms"":29700}]},""result_type"":0,""cost_time"":0.6560001373291,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001443,Drone,10,band,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:03"",""custom_files"":[{""Album"":""Bored Fortress Single Series Split w. Charalambides"",""title"":""001443.mp3.db"",""Title"":""Time Fist"",""db_begin_time_offset_ms"":0,""Artist"":""Pocahaunted"",""sample_begin_time_offset_ms"":0,""acrid"":""6a761273d473263ccf24e845f45e4b9c"",""play_offset_ms"":9660,""Track Number"":"""",""Genre"":""Drone"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""db_end_time_offset_ms"":9300,""sample_end_time_offset_ms"":9300,""Comment"":""""}]},""cost_time"":1.0450000762939}
"
001443,Drone,10,chorus,"{""cost_time"":0.66199994087219,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:04"",""custom_files"":[{""db_end_time_offset_ms"":9400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9400,""play_offset_ms"":9700,""title"":""001443.mp3.db"",""acrid"":""6a761273d473263ccf24e845f45e4b9c"",""db_begin_time_offset_ms"":0,""bucket_id"":""22150"",""score"":100,""Title"":""Time Fist"",""Album"":""Bored Fortress Single Series Split w. Charalambides"",""Artist"":""Pocahaunted"",""Genre"":""Drone"",""duration_ms"":29700,""Comment"":"""",""Track Number"":""""}]}}
"
001482,Electronic,10,flanger,"{""cost_time"":1.4460000991821,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":9220,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9220,""play_offset_ms"":9640,""acrid"":""f8b590fd4ce642f361e74a8a32d63d6d"",""Title"":""Reindeer Dance"",""Artist"":""Rainbro"",""Album"":""Vectors"",""Comment"":"""",""Track Number"":"""",""score"":100,""title"":""001482.mp3.db"",""Genre"":""Electronic"",""bucket_id"":""22150"",""duration_ms"":29640,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 22:31:07""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001482,Electronic,10,echo,"{""cost_time"":2.3919999599457,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":9240,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9240,""play_offset_ms"":10200,""Comment"":"""",""Track Number"":"""",""Genre"":""Electronic"",""acrid"":""f8b590fd4ce642f361e74a8a32d63d6d"",""Album"":""Vectors"",""score"":100,""title"":""001482.mp3.db"",""Artist"":""Rainbro"",""Title"":""Reindeer Dance"",""bucket_id"":""22150"",""duration_ms"":29640,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 22:31:10""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001482,Electronic,10,band,"{""cost_time"":0.65400004386902,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:11"",""custom_files"":[{""db_end_time_offset_ms"":9260,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9260,""play_offset_ms"":9680,""title"":""001482.mp3.db"",""Album"":""Vectors"",""Artist"":""Rainbro"",""Comment"":"""",""Track Number"":"""",""Genre"":""Electronic"",""score"":100,""duration_ms"":29640,""acrid"":""f8b590fd4ce642f361e74a8a32d63d6d"",""Title"":""Reindeer Dance"",""bucket_id"":""22150"",""db_begin_time_offset_ms"":0}]}}
"
001482,Electronic,10,chorus,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:31:12"",""custom_files"":[{""Title"":""Reindeer Dance"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9020,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9020,""play_offset_ms"":9740,""Track Number"":"""",""Genre"":""Electronic"",""score"":100,""title"":""001482.mp3.db"",""Album"":""Vectors"",""Comment"":"""",""Artist"":""Rainbro"",""acrid"":""f8b590fd4ce642f361e74a8a32d63d6d"",""bucket_id"":""22150"",""duration_ms"":29640}]},""cost_time"":0.62299990653992,""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001510,Noise,10,flanger,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":2.7889997959137,""metadata"":{""custom_files"":[{""acrid"":""44847e81151a31323b4c54bf91c91cf8"",""bucket_id"":""22150"",""duration_ms"":29640,""Title"":""Zombie"",""db_begin_time_offset_ms"":0,""Artist"":""Ric Royer & G. Lucas Crane"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":8980,""play_offset_ms"":9640,""Album"":""They Lured Us Into the Basement"",""Genre"":""Noise"",""db_end_time_offset_ms"":8980,""score"":100,""title"":""001510.mp3.db"",""Comment"":"""",""Track Number"":""""}],""timestamp_utc"":""2024-06-11 22:31:17""}}
"
001510,Noise,10,echo,"{""cost_time"":2.4879999160767,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":9620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9620,""play_offset_ms"":10160,""acrid"":""44847e81151a31323b4c54bf91c91cf8"",""Album"":""They Lured Us Into the Basement"",""Track Number"":"""",""db_begin_time_offset_ms"":0,""score"":100,""bucket_id"":""22150"",""title"":""001510.mp3.db"",""Title"":""Zombie"",""Genre"":""Noise"",""Artist"":""Ric Royer & G. Lucas Crane"",""duration_ms"":29640,""Comment"":""""}],""timestamp_utc"":""2024-06-11 22:31:20""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001510,Noise,10,band,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:31:21"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9360,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9360,""play_offset_ms"":9620,""score"":100,""Title"":""Zombie"",""Artist"":""Ric Royer & G. Lucas Crane"",""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""Album"":""They Lured Us Into the Basement"",""title"":""001510.mp3.db"",""acrid"":""44847e81151a31323b4c54bf91c91cf8"",""bucket_id"":""22150"",""duration_ms"":29640}]},""result_type"":0,""cost_time"":0.66800022125244,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001510,Noise,10,chorus,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:23"",""custom_files"":[{""Album"":""They Lured Us Into the Basement"",""title"":""001510.mp3.db"",""db_begin_time_offset_ms"":0,""Title"":""Zombie"",""sample_begin_time_offset_ms"":0,""acrid"":""44847e81151a31323b4c54bf91c91cf8"",""play_offset_ms"":9640,""Comment"":"""",""Track Number"":"""",""Genre"":""Noise"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29640,""db_end_time_offset_ms"":8800,""Artist"":""Ric Royer & G. Lucas Crane"",""sample_end_time_offset_ms"":8800}]},""cost_time"":1.9730000495911}
"
001544,Folk,10,flanger,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:26"",""custom_files"":[{""Album"":""In The Valley"",""title"":""001544.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9400,""sample_begin_time_offset_ms"":0,""acrid"":""31b91ddb9253cbc4f65f3e33362f680e"",""play_offset_ms"":9640,""score"":100,""Artist"":""Samara Lubelski"",""Track Number"":"""",""bucket_id"":""22150"",""Comment"":"""",""duration_ms"":29740,""Genre"":""Folk"",""Title"":""Song of The Stations"",""sample_end_time_offset_ms"":9400}]},""cost_time"":0.99000000953674}
"
001544,Folk,10,echo,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:31:27"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9420,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9420,""play_offset_ms"":10180,""score"":100,""Title"":""Song of The Stations"",""Artist"":""Samara Lubelski"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""title"":""001544.mp3.db"",""acrid"":""31b91ddb9253cbc4f65f3e33362f680e"",""Album"":""In The Valley"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.4850001335144,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001544,Folk,10,band,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:31:28"",""custom_files"":[{""acrid"":""31b91ddb9253cbc4f65f3e33362f680e"",""db_end_time_offset_ms"":9440,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9440,""play_offset_ms"":9640,""score"":100,""Title"":""Song of The Stations"",""Artist"":""Samara Lubelski"",""title"":""001544.mp3.db"",""db_begin_time_offset_ms"":0,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""Album"":""In The Valley"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.55700016021729,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001544,Folk,10,chorus,"{""metadata"":{""timestamp_utc"":""2024-06-11 22:31:29"",""custom_files"":[{""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9120,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9120,""play_offset_ms"":9640,""score"":100,""Title"":""Song of The Stations"",""Artist"":""Samara Lubelski"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""title"":""001544.mp3.db"",""acrid"":""31b91ddb9253cbc4f65f3e33362f680e"",""Album"":""In The Valley"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.56500005722046,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001642,Pop,10,flanger,"{""cost_time"":1.6960000991821,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":9320,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9320,""play_offset_ms"":9680,""acrid"":""f27a4ac74288cb2d24ba14c5bda5150a"",""Album"":""Wackity Schmackity Doo"",""Title"":""Hrz"",""score"":100,""db_begin_time_offset_ms"":0,""title"":""001642.mp3.db"",""Artist"":""So Cow"",""Genre"":""Pop"",""bucket_id"":""22150"",""duration_ms"":29720,""Comment"":"""",""Track Number"":""""}],""timestamp_utc"":""2024-06-11 22:31:32""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
001642,Pop,10,echo,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":2.0029997825623,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:34"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9500,""play_offset_ms"":10200,""Title"":""Hrz"",""Artist"":""So Cow"",""Comment"":"""",""Track Number"":"""",""Genre"":""Pop"",""bucket_id"":""22150"",""duration_ms"":29720,""acrid"":""f27a4ac74288cb2d24ba14c5bda5150a"",""title"":""001642.mp3.db"",""Album"":""Wackity Schmackity Doo""}]},""result_type"":0}
"
001642,Pop,10,band,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:36"",""custom_files"":[{""Album"":""Wackity Schmackity Doo"",""title"":""001642.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9160,""sample_begin_time_offset_ms"":0,""acrid"":""f27a4ac74288cb2d24ba14c5bda5150a"",""play_offset_ms"":9700,""score"":100,""Title"":""Hrz"",""Artist"":""So Cow"",""Comment"":"""",""bucket_id"":""22150"",""duration_ms"":29720,""Track Number"":"""",""Genre"":""Pop"",""sample_end_time_offset_ms"":9160}]},""cost_time"":1.4289999008179}
"
001642,Pop,10,chorus,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:38"",""custom_files"":[{""Comment"":"""",""Track Number"":"""",""Genre"":""Pop"",""Album"":""Wackity Schmackity Doo"",""title"":""001642.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9500,""sample_begin_time_offset_ms"":0,""acrid"":""f27a4ac74288cb2d24ba14c5bda5150a"",""play_offset_ms"":9760,""score"":100,""bucket_id"":""22150"",""duration_ms"":29720,""Title"":""Hrz"",""Artist"":""So Cow"",""sample_end_time_offset_ms"":9500}]},""cost_time"":1.1230001449585}
"
001644,Pop,10,flanger,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:41"",""custom_files"":[{""Track Number"":"""",""Genre"":""Pop"",""Album"":""Wackity Schmackity Doo"",""title"":""001644.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9520,""sample_begin_time_offset_ms"":0,""acrid"":""f07e066b30da937ee2ffe1c28e787556"",""play_offset_ms"":9680,""score"":100,""Title"":""Outskirts"",""bucket_id"":""22150"",""duration_ms"":29720,""Artist"":""So Cow"",""sample_end_time_offset_ms"":9520,""Comment"":""""}]},""cost_time"":1.0680000782013}
"
001644,Pop,10,echo,"{""cost_time"":0.56099987030029,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 22:31:42"",""custom_files"":[{""db_end_time_offset_ms"":9540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9540,""play_offset_ms"":10200,""title"":""001644.mp3.db"",""Album"":""Wackity Schmackity Doo"",""Title"":""Outskirts"",""Artist"":""So Cow"",""acrid"":""f07e066b30da937ee2ffe1c28e787556"",""Comment"":"""",""Track Number"":"""",""Genre"":""Pop"",""score"":100,""duration_ms"":29720,""bucket_id"":""22150"",""db_begin_time_offset_ms"":0}]}}
"
001644,Pop,10,band,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 22:31:44"",""custom_files"":[{""Artist"":""So Cow"",""Comment"":"""",""Track Number"":"""",""Genre"":""Pop"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":9540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":9540,""Album"":""Wackity Schmackity Doo"",""bucket_id"":""22150"",""duration_ms"":29720,""acrid"":""f07e066b30da937ee2ffe1c28e787556"",""title"":""001644.mp3.db"",""Title"":""Outskirts"",""play_offset_ms"":9700}]},""result_type"":0,""cost_time"":2.4500000476837}
"
