file,type,length,modification,result
10679,Folk,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":1.2239999771118,""metadata"":{""timestamp_utc"":""2024-06-11 19:04:00"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":2760,""db_end_time_offset_ms"":14400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11640,""play_offset_ms"":14640,""Album"":""Space Gallery Jan. 27, 2007 Sahara Club Jan. 28, 2007"",""Title"":""The Rise Of Quinnisa Rose"",""Artist"":""Big Blood"",""bucket_id"":""22150"",""duration_ms"":29700,""Genre"":""Folk"",""acrid"":""e0b3421771330808d00931082c8254a4"",""title"":""010679.mp3.db"",""Comment"":"""",""Track Number"":""2""}]},""result_type"":0}
"
10682,Folk,15,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:04:02"",""custom_files"":[{""db_begin_time_offset_ms"":2700,""db_end_time_offset_ms"":14520,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11820,""play_offset_ms"":14700,""score"":100,""Album"":""Space Gallery Jan. 27, 2007 Sahara Club Jan. 28, 2007"",""Genre"":""Folk"",""title"":""010682.mp3.db"",""bucket_id"":""22150"",""Artist"":""Big Blood"",""acrid"":""6980abaabadfd556657cc72f6a831a27"",""Title"":""She Said Nothing"",""Comment"":"""",""Track Number"":""5"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.66599988937378,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10684,Folk,15,original,"{""cost_time"":0.66700005531311,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:04:04"",""custom_files"":[{""db_end_time_offset_ms"":14320,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11580,""play_offset_ms"":14660,""Comment"":"""",""Track Number"":""7"",""title"":""010684.mp3.db"",""Album"":""Space Gallery Jan. 27, 2007 Sahara Club Jan. 28, 2007"",""acrid"":""53653ca9c9b26ebf90bab49c4010e8e9"",""score"":100,""duration_ms"":29740,""bucket_id"":""22150"",""Title"":""Don't Trust The Ruin"",""Artist"":""Big Blood"",""Genre"":""Folk"",""db_begin_time_offset_ms"":2740}]}}
"
10693,Hip-Hop,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":2.8420000076294,""metadata"":{""timestamp_utc"":""2024-06-11 19:04:07"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":2780,""db_end_time_offset_ms"":14560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11780,""play_offset_ms"":14640,""Title"":""6.6.05"",""Artist"":""BOPD"",""Comment"":"""",""Track Number"":""0"",""duration_ms"":29700,""acrid"":""3975f6cc0b58da752a2f3dad343b8dfb"",""title"":""010693.mp3.db"",""Album"":""2005 Stayin Alive InstruMentals"",""bucket_id"":""22150"",""Genre"":""Hip-Hop""}]},""result_type"":0}
"
10694,Hip-Hop,15,original,"{""cost_time"":3.9909999370575,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":13500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11000,""play_offset_ms"":14100,""Genre"":""Hip-Hop"",""acrid"":""48cebe2888d308443d35b254536de27f"",""Album"":""2005 Stayin Alive InstruMentals"",""Comment"":"""",""score"":100,""db_begin_time_offset_ms"":2500,""title"":""010694.mp3.db"",""Track Number"":""0"",""Title"":""aint no thing"",""bucket_id"":""22150"",""duration_ms"":29720,""Artist"":""BOPD""}],""timestamp_utc"":""2024-06-11 19:04:12""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10695,Hip-Hop,15,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":2.0120000839233,""metadata"":{""custom_files"":[{""acrid"":""b1fa87b62dca7d2b8e60657cc9828fb2"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""Title"":""2.17.05"",""db_end_time_offset_ms"":14520,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11700,""play_offset_ms"":14620,""Album"":""2005 Stayin Alive InstruMentals"",""Track Number"":""0"",""Genre"":""Hip-Hop"",""db_begin_time_offset_ms"":2820,""title"":""010695.mp3.db"",""Artist"":""BOPD"",""Comment"":""""}],""timestamp_utc"":""2024-06-11 19:04:15""}}
"
10696,Hip-Hop,15,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.6110000610352,""metadata"":{""custom_files"":[{""acrid"":""3a9af47560f7409c7008c0d92dfa7ebf"",""bucket_id"":""22150"",""duration_ms"":29740,""Title"":""2.18.05 dai"",""score"":100,""Artist"":""BOPD"",""db_end_time_offset_ms"":14420,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11600,""play_offset_ms"":14680,""Album"":""2005 Stayin Alive InstruMentals"",""db_begin_time_offset_ms"":2820,""Comment"":"""",""Track Number"":""0"",""Genre"":""Hip-Hop"",""title"":""010696.mp3.db""}],""timestamp_utc"":""2024-06-11 19:04:18""}}
"
10697,Hip-Hop,15,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:04:19"",""custom_files"":[{""acrid"":""9aabff942fc95b07ce319f61b1667203"",""db_end_time_offset_ms"":14380,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11420,""play_offset_ms"":14700,""Artist"":""BOPD"",""score"":100,""Comment"":"""",""Track Number"":""0"",""Genre"":""Hip-Hop"",""Album"":""2005 Stayin Alive InstruMentals"",""title"":""010697.mp3.db"",""db_begin_time_offset_ms"":2960,""Title"":""1.26 beat1"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.73199987411499,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10698,Hip-Hop,15,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:04:21"",""custom_files"":[{""acrid"":""0a2266a6cc76c4bde081ae19c06700d8"",""db_end_time_offset_ms"":14600,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11900,""play_offset_ms"":14700,""score"":100,""Title"":""2.12.05 elevator"",""Artist"":""BOPD"",""Comment"":"""",""Track Number"":""0"",""Genre"":""Hip-Hop"",""Album"":""2005 Stayin Alive InstruMentals"",""title"":""010698.mp3.db"",""db_begin_time_offset_ms"":2700,""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.63399982452393,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10699,Hip-Hop,15,original,"{""cost_time"":3.4839999675751,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11860,""play_offset_ms"":14660,""Title"":""2.2.05"",""Artist"":""BOPD"",""Comment"":"""",""Track Number"":""0"",""Genre"":""Hip-Hop"",""Album"":""2005 Stayin Alive InstruMentals"",""score"":100,""title"":""010699.mp3.db"",""acrid"":""f7c9bea68f75989d07b8e5857011d911"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":2700}],""timestamp_utc"":""2024-06-11 19:04:25""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10805,EDM,15,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:04:27"",""custom_files"":[{""acrid"":""9e10dfc6d850f6733ed022644952c56c"",""db_end_time_offset_ms"":14560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11700,""play_offset_ms"":14620,""score"":100,""Title"":""Super Nude"",""Artist"":""Lesbian Afternoon"",""title"":""010805.mp3.db"",""db_begin_time_offset_ms"":2860,""Comment"":"""",""Track Number"":""1"",""Genre"":""EDM"",""Album"":""Super Nude EP"",""bucket_id"":""22150"",""duration_ms"":29700}]},""result_type"":0,""cost_time"":0.91499996185303,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10806,EDM,15,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.4680001735687,""metadata"":{""custom_files"":[{""acrid"":""06b44acedc5229c822982f33e1de9975"",""bucket_id"":""22150"",""duration_ms"":29740,""score"":100,""db_begin_time_offset_ms"":2940,""db_end_time_offset_ms"":14500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11560,""play_offset_ms"":14680,""Album"":""Super Nude EP"",""Comment"":"""",""Track Number"":""2"",""Genre"":""EDM"",""title"":""010806.mp3.db"",""Artist"":""Lesbian Afternoon"",""Title"":""Glowing Pavements""}],""timestamp_utc"":""2024-06-11 19:04:29""}}
"
10807,EDM,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:04:31"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":2700,""db_end_time_offset_ms"":14500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11800,""play_offset_ms"":14700,""Artist"":""Lesbian Afternoon"",""Comment"":"""",""Track Number"":""3"",""Genre"":""EDM"",""bucket_id"":""22150"",""duration_ms"":29660,""acrid"":""b93404ae43df0a06ebbbe384d2b23e79"",""Album"":""Super Nude EP"",""Title"":""Three Owls Teahaus"",""title"":""010807.mp3.db""}]},""cost_time"":1.1049997806549,""result_type"":0}
"
10808,EDM,15,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.9409999847412,""metadata"":{""custom_files"":[{""acrid"":""1f313787eb63b078effdbd93c8e2e635"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":2700,""db_end_time_offset_ms"":14420,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11720,""play_offset_ms"":14700,""Album"":""Super Nude EP"",""Title"":""Wind Up The Hypnotist"",""Artist"":""Lesbian Afternoon"",""title"":""010808.mp3.db"",""Comment"":"""",""Track Number"":""4"",""Genre"":""EDM""}],""timestamp_utc"":""2024-06-11 19:04:34""}}
"
10809,EDM,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":1.9079999923706,""metadata"":{""timestamp_utc"":""2024-06-11 19:04:37"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":2760,""db_end_time_offset_ms"":14580,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11820,""play_offset_ms"":14680,""Album"":""Super Nude EP"",""bucket_id"":""22150"",""duration_ms"":29720,""Title"":""Pass That Joint"",""Artist"":""Lesbian Afternoon"",""acrid"":""20ad5c4ee2d6cf0ee4343744e1728cbe"",""title"":""010809.mp3.db"",""Comment"":"""",""Track Number"":""5"",""Genre"":""EDM""}]},""result_type"":0}
"
10810,EDM,15,original,"{""cost_time"":1.0020000934601,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14200,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11400,""play_offset_ms"":14620,""Title"":""Under The Sunset"",""Artist"":""Lesbian Afternoon"",""Comment"":"""",""Track Number"":""6"",""Genre"":""EDM"",""score"":100,""title"":""010810.mp3.db"",""acrid"":""e1b852044549b412e99b4ce944c057a6"",""Album"":""Super Nude EP"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":2800}],""timestamp_utc"":""2024-06-11 19:04:39""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10983,Avant-Garde,15,original,"{""cost_time"":2.1819999217987,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14320,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11620,""play_offset_ms"":14700,""Comment"":"""",""Track Number"":""2"",""Genre"":""Avant-Garde"",""acrid"":""e70fc3427938921c126fb428e620c837"",""Album"":""Justice Yeldham and the Drummer Who Wishes to Remain Namesless"",""score"":100,""title"":""010983.mp3.db"",""Artist"":""Justice Yeldham"",""Title"":""Track 02"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":2700}],""timestamp_utc"":""2024-06-11 19:04:42""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10992,Folk,15,original,"{""cost_time"":2.345999956131,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14600,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11840,""play_offset_ms"":14700,""Artist"":""Big Blood"",""Comment"":"""",""Track Number"":""1"",""Genre"":""Folk"",""acrid"":""259dda05f31a749da39a86686cc19d11"",""Album"":""The Grove"",""score"":100,""title"":""010992.mp3.db"",""Title"":""The Grove Is Hotter Than An Ocean's Oven"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":2760}],""timestamp_utc"":""2024-06-11 19:04:45""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
10993,Folk,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:04:49"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":2760,""db_end_time_offset_ms"":14440,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11680,""Album"":""Big Blood &amp; The Bleedin' Hearts"",""Artist"":""Big Blood"",""Title"":""Oh Country (Skin &amp; Bones)"",""duration_ms"":29740,""title"":""010993.mp3.db"",""Comment"":"""",""Track Number"":""7"",""Genre"":""Folk"",""play_offset_ms"":14640,""acrid"":""526dccb68162f4ba1eaed63460a3e5c0"",""bucket_id"":""22150""}]},""result_type"":0,""cost_time"":2.9909999370575}
"
11019,Audio Collage,15,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:04:53"",""custom_files"":[{""Album"":""Dream Island Laughing Language"",""Title"":""Mirror Friends"",""title"":""011019.mp3.db"",""Artist"":""Lucky Dragons"",""db_begin_time_offset_ms"":2860,""db_end_time_offset_ms"":14500,""Comment"":"""",""acrid"":""7fcaf2532289821037f71d2a720c0a47"",""play_offset_ms"":14640,""Track Number"":""7"",""Genre"":""Audio Collage"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11640}]},""cost_time"":2.7090001106262}
"
11020,Audio Collage,15,original,"{""cost_time"":2.8150000572205,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14360,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11580,""play_offset_ms"":14620,""Title"":""Morning Ritual"",""Artist"":""Lucky Dragons"",""Comment"":"""",""Track Number"":""4"",""Genre"":""Audio Collage"",""acrid"":""4e177c50ca8d26f4f9ac229ea31b8fb6"",""Album"":""Dream Island Laughing Language"",""score"":100,""title"":""011020.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":2780}],""timestamp_utc"":""2024-06-11 19:04:57""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
11059,Folk,15,original,"{""status"":{""msg"":""Success"",""code"":0,""version"":""1.0""},""result_type"":0,""cost_time"":1.7660000324249,""metadata"":{""timestamp_utc"":""2024-06-11 19:04:59"",""custom_files"":[{""Genre"":""Folk"",""title"":""011059.mp3.db"",""Album"":""Sew Your Wild Days Tour Vol. 1"",""score"":100,""Title"":""Vitamin C"",""acrid"":""895ae80c54cca05ac49ccbb03d225c1b"",""db_end_time_offset_ms"":14520,""bucket_id"":""22150"",""sample_begin_time_offset_ms"":0,""db_begin_time_offset_ms"":2700,""duration_ms"":29740,""Artist"":""Big Blood"",""sample_end_time_offset_ms"":11820,""play_offset_ms"":14700,""Comment"":"""",""Track Number"":""2""}]}}
"
11198,Jazz,15,original,"{""cost_time"":3.8110001087189,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14300,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11580,""play_offset_ms"":14680,""Artist"":""Black Band Coal Company"",""Comment"":"""",""Track Number"":""1"",""Genre"":""Jazz"",""acrid"":""d06657571882cd240be552c3bdaf860d"",""Album"":""netBloc Vol. 20: music to accompany the world traveller"",""score"":100,""title"":""011198.mp3.db"",""db_begin_time_offset_ms"":2720,""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Together We Will Wait""}],""timestamp_utc"":""2024-06-11 19:05:04""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
11199,Jazz,15,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":0.83300018310547,""metadata"":{""custom_files"":[{""Artist"":""The Sleeping Tree"",""Comment"":"""",""acrid"":""91bffd64d4431f87231459eb95a1f08a"",""Genre"":""Jazz"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":2640,""db_end_time_offset_ms"":14460,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11820,""play_offset_ms"":14640,""Album"":""netBloc Vol. 20: music to accompany the world traveller"",""title"":""011199.mp3.db"",""Track Number"":""2"",""Title"":""Love Is An Eternal Lie""}],""timestamp_utc"":""2024-06-11 19:05:06""}}
"
11200,Jazz,15,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:05:08"",""custom_files"":[{""db_begin_time_offset_ms"":2860,""db_end_time_offset_ms"":14280,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11420,""play_offset_ms"":14540,""score"":100,""Title"":""Berlin Lights (Finistere)"",""Artist"":""March Rosetta"",""Comment"":"""",""Track Number"":""3"",""Genre"":""Jazz"",""Album"":""netBloc Vol. 20: music to accompany the world traveller"",""title"":""011200.mp3.db"",""acrid"":""13e28b5e60c3d9bba58158ad5e480e66"",""bucket_id"":""22150"",""duration_ms"":29740}]},""cost_time"":0.80399990081787,""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
11204,Hip-Hop,15,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":2.5569999217987,""metadata"":{""custom_files"":[{""acrid"":""f24b80e9adb092d4b53a6641d156cb40"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":2720,""db_end_time_offset_ms"":14260,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11540,""play_offset_ms"":14660,""Album"":""netBloc Vol. 20: music to accompany the world traveller"",""Title"":""Steppin' In"",""Artist"":""Audible Intelligence"",""Comment"":"""",""Track Number"":""7"",""Genre"":""Hip-Hop"",""title"":""011204.mp3.db""}],""timestamp_utc"":""2024-06-11 19:05:11""}}
"
11206,Jazz,15,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":1.7400000095367,""metadata"":{""custom_files"":[{""acrid"":""a56931d645ac2911e29314be23392831"",""Title"":""Elles"",""bucket_id"":""22150"",""duration_ms"":29740,""score"":100,""db_begin_time_offset_ms"":3120,""Comment"":"""",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11120,""play_offset_ms"":14600,""Album"":""netBloc Vol. 20: music to accompany the world traveller"",""db_end_time_offset_ms"":14240,""title"":""011206.mp3.db"",""Artist"":""Music Komite"",""Track Number"":""9"",""Genre"":""Jazz""}],""timestamp_utc"":""2024-06-11 19:05:14""}}
"
11234,Avant-Garde,15,original,"{""cost_time"":2.3669998645782,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14440,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11760,""play_offset_ms"":14680,""acrid"":""a0c6a0da1b0dad74599b5f0d93705d42"",""Album"":""Live in Beirut"",""db_begin_time_offset_ms"":2680,""score"":100,""Genre"":""Avant-Garde"",""Title"":""290504 beirut"",""title"":""011234.mp3.db"",""Artist"":""Justice Yeldham"",""bucket_id"":""22150"",""duration_ms"":29700,""Comment"":"""",""Track Number"":""1""}],""timestamp_utc"":""2024-06-11 19:05:17""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
11237,Avant-Garde,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":2.2560000419617,""metadata"":{""timestamp_utc"":""2024-06-11 19:05:20"",""custom_files"":[{""Genre"":""Avant-Garde"",""score"":100,""db_begin_time_offset_ms"":2700,""db_end_time_offset_ms"":14500,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11800,""play_offset_ms"":14660,""Album"":""Live in Germany"",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""270104 berlin"",""Artist"":""Justice Yeldham"",""title"":""011237.mp3.db"",""acrid"":""7d3d6deca9d7cab81dfbb2469b35ce6a"",""Comment"":"""",""Track Number"":""1""}]},""result_type"":0}
"
11239,Avant-Garde,15,original,"{""cost_time"":1.6800000667572,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":14400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11520,""play_offset_ms"":14520,""acrid"":""9065e7381b8ad18e17d578cff870c5e6"",""Title"":""hamar 261005"",""Artist"":""Justice Yeldham"",""Comment"":"""",""Track Number"":""0"",""Genre"":""Avant-Garde"",""title"":""011239.mp3.db"",""Album"":""Live in School"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29660,""db_begin_time_offset_ms"":2880}],""timestamp_utc"":""2024-06-11 19:05:23""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
11242,Avant-Garde,15,original,"{""cost_time"":0.67300009727478,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:05:25"",""custom_files"":[{""db_end_time_offset_ms"":14560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11860,""play_offset_ms"":14700,""title"":""011242.mp3.db"",""Album"":""Live in Seoul"",""acrid"":""ce7e7b2fc8a021de4da0d0bff49e41e3"",""Title"":""280405 seoul"",""Artist"":""Justice Yeldham"",""Comment"":"""",""Track Number"":""8"",""Genre"":""Avant-Garde"",""duration_ms"":29740,""bucket_id"":""22150"",""score"":100,""db_begin_time_offset_ms"":2700}]}}
"
11261,Experimental Pop,15,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:05:26"",""custom_files"":[{""db_begin_time_offset_ms"":2660,""db_end_time_offset_ms"":14280,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11620,""play_offset_ms"":14620,""score"":100,""Album"":""Live at WFMU on Billy Jam's show 4\/10\/2009"",""Artist"":""Mira Cook"",""title"":""011261.mp3.db"",""Genre"":""Experimental Pop"",""Track Number"":""3"",""acrid"":""9ac76dcd6bd4bab07aaf362d33dd87f2"",""Comment"":"""",""Title"":""India"",""bucket_id"":""22150"",""duration_ms"":29700}]},""result_type"":0,""cost_time"":0.64400005340576,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
11262,Other,15,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:05:30"",""custom_files"":[{""Album"":""The WIRED CD: Rip. Sample. Mash. Share."",""title"":""011262.mp3.db"",""db_begin_time_offset_ms"":2920,""db_end_time_offset_ms"":14500,""sample_begin_time_offset_ms"":0,""acrid"":""02788465daa4ccf2ed45c13f8d7799ff"",""play_offset_ms"":14700,""Title"":""Wataridori 2"",""score"":100,""Comment"":"""",""Track Number"":""13"",""Genre"":""Other"",""duration_ms"":29700,""bucket_id"":""22150"",""Artist"":""Cornelius"",""sample_end_time_offset_ms"":11580}]},""cost_time"":2.6280000209808}
"
11264,Other,15,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:05:33"",""custom_files"":[{""Album"":""The WIRED CD: Rip. Sample. Mash. Share."",""Title"":""My Fair Lady"",""Artist"":""David Byrne"",""db_end_time_offset_ms"":14420,""sample_begin_time_offset_ms"":0,""acrid"":""fff43a9e235f56cab6f5da45c4ae506c"",""play_offset_ms"":14700,""Genre"":""Other"",""score"":100,""db_begin_time_offset_ms"":2700,""title"":""011264.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700,""Comment"":"""",""Track Number"":""2"",""sample_end_time_offset_ms"":11720}]},""cost_time"":2.6519999504089}
"
11268,Indie,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":2.7639999389648,""metadata"":{""timestamp_utc"":""2024-06-11 19:05:37"",""custom_files"":[{""Comment"":"""",""Track Number"":""9"",""Genre"":""Indie"",""score"":100,""db_begin_time_offset_ms"":2760,""db_end_time_offset_ms"":13940,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11180,""play_offset_ms"":14660,""Album"":""The WIRED CD: Rip. Sample. Mash. Share."",""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""Fake French"",""title"":""011268.mp3.db"",""Artist"":""Le Tigre"",""acrid"":""bf6fed4d3adc9fc6addf45afe3b70c8a""}]},""result_type"":0}
"
11298,Hip-Hop,15,original,"{""cost_time"":0.81800007820129,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:05:38"",""custom_files"":[{""db_end_time_offset_ms"":14380,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11560,""play_offset_ms"":14640,""title"":""011298.mp3.db"",""Album"":""The WIRED CD: Rip. Sample. Mash. Share."",""acrid"":""5ceae9669cb948dd8d4c62b3b44c5a77"",""db_begin_time_offset_ms"":2820,""score"":100,""Title"":""Now Get Busy"",""bucket_id"":""22150"",""Artist"":""Beastie Boys"",""Genre"":""Hip-Hop"",""duration_ms"":29700,""Comment"":"""",""Track Number"":""1""}]}}
"
11299,Hip-Hop,15,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:05:41"",""custom_files"":[{""Comment"":"""",""Track Number"":""11"",""Genre"":""Hip-Hop"",""score"":100,""db_begin_time_offset_ms"":2700,""db_end_time_offset_ms"":14600,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":11900,""Album"":""The WIRED CD: Rip. Sample. Mash. Share."",""bucket_id"":""22150"",""duration_ms"":29660,""acrid"":""e0401fe3d6fb9803353bf80a5af09c7f"",""title"":""011299.mp3.db"",""Title"":""No Meaning No (feat. Fine Arts Militia)"",""Artist"":""Chuck D"",""play_offset_ms"":14700}]},""result_type"":0,""cost_time"":1.5339999198914}
"
11306,Rock,15,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:05:46"",""custom_files"":[{""Album"":""Universal Mind Decoder"",""Title"":""Inspiration"",""Artist"":""Abunai!"",""db_end_time_offset_ms"":14580,""sample_begin_time_offset_ms"":0,""acrid"":""6771c268aac03c2766b36c7c23588ce4"",""play_offset_ms"":14680,""Genre"":""Rock"",""score"":100,""db_begin_time_offset_ms"":2780,""title"":""011306.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29740,""Comment"":"""",""Track Number"":""2"",""sample_end_time_offset_ms"":11800}]},""cost_time"":3.808000087738}
"
